"robot_vr.position.x","robot_vr.position.y","robot_vr.position.z"
0.02229726,0.6474851,1.168317
0.0176419,0.6478328,1.171708
0.03200567,0.6485672,1.178109
0.03430796,0.6475233,1.171523
0.01750672,0.6464832,1.162492
0.01218569,0.6483253,1.170045
0.02612865,0.6480223,1.177117
0.02716911,0.6487185,1.169443
0.02743268,0.6500008,1.169617
0.04608524,0.6491047,1.173199
0.04563117,0.6482875,1.163532
0.0296464,0.6479945,1.157189
0.02615035,0.6487038,1.161724
0.03946495,0.6490084,1.167881
0.03933883,0.6482618,1.158526
0.02567279,0.647482,1.150801
0.008713126,0.6482885,1.141758
-0.00830853,0.646102,1.12921
-0.02452946,0.6467963,1.113914
-0.03870451,0.6447132,1.094066
-0.04645956,0.6445942,1.070904
-0.04717636,0.6439275,1.046358
-0.04184556,0.6427157,1.022671
-0.03106105,0.6434326,1.003038
-0.02150011,0.6412311,0.9233817
-0.00454843,0.6363248,0.7841171
0.01496279,0.6371013,0.6369972
0.04035842,0.639755,0.4925114
0.06785142,0.6315072,0.3338097
0.09432733,0.6202184,0.1841069
0.125798,0.6169039,0.03717893
0.1630917,0.6124024,-0.1087278
0.2040545,0.6082548,-0.2542542
0.2480373,0.60314,-0.3978504
0.2480373,0.60314,-0.3978504
0.2603986,0.6023556,-0.500544
0.2412808,0.59829,-0.5207647
0.2250651,0.595493,-0.5740067
0.1879188,0.592481,-0.7036536
0.1497892,0.5843873,-0.8478615
0.1139356,0.5801172,-0.9934982
0.114225,0.5752699,-1.102062
0.155507,0.577459,-1.112536
0.1812629,0.5752411,-1.104995
0.1989614,0.5768714,-1.08759
0.2087569,0.5759758,-1.06949
0.2144276,0.5791441,-1.049195
0.2190691,0.5785407,-1.028299
0.2179083,0.5794817,-1.005765
0.2125932,0.5798666,-0.9855646
0.2104231,0.5795695,-0.9804507
0.2177695,0.584036,-0.9141052
0.232963,0.5882124,-0.778039
0.2477521,0.5950307,-0.6310334
0.2595634,0.5981252,-0.4752582
0.2595634,0.5981252,-0.4752582
0.2647165,0.6043158,-0.3274866
0.2218057,0.6046957,-0.2861706
0.1912793,0.604923,-0.288421
0.2006297,0.6052839,-0.2729543
0.2206594,0.6059277,-0.2685996
0.243661,0.6067257,-0.2711215
0.2640251,0.6067773,-0.2818437
0.2631389,0.6114118,-0.2765349
0.2558063,0.6100514,-0.1665969
0.2502711,0.6172419,-0.02223498
0.2336537,0.620937,0.1223279
0.2150196,0.6223855,0.2707795
0.1973773,0.627582,0.4209917
0.1735739,0.6327795,0.5684083
0.1465049,0.6360532,0.715687
0.1144334,0.6404592,0.8613169
0.07820225,0.6431444,1.01616
0.03856814,0.6484675,1.159363
0.03856814,0.6484675,1.159363
0.00929749,0.6495193,1.292608
0.04211175,0.6509005,1.318862
0.0635618,0.65407,1.304418
0.06822336,0.6508667,1.280877
0.06294239,0.6517216,1.276078
0.0600847,0.6519394,1.297153
0.06567872,0.6521096,1.300293
0.06960893,0.6521988,1.282706
0.06378615,0.6530968,1.281254
0.06083572,0.65297,1.300761
0.05875969,0.6525724,1.318225
0.06993675,0.6537502,1.314821
0.07404804,0.652025,1.297158
