"robot_sim.position.x","robot_sim.position.y","robot_sim.position.z","robot_sim.direction.x","robot_sim.direction.y","robot_sim.direction.z"
-3.772267,0.5749972,0.1066091,-0.003249821,89.62646,0.0001967632
-3.772287,0.5750005,0.1065232,0.0003412991,91.5418,-0.00008574579
-3.772305,0.5750005,0.1064812,0.0003478506,92.46798,0.00002998625
-3.772323,0.5749997,0.1065791,-0.0001803531,90.411,0.00009296638
-3.772319,0.5749997,0.1066319,-0.0001816414,89.05059,0.000100894
-3.772319,0.5750005,0.1066048,0.0003417094,89.66085,-0.00007360768
-3.772316,0.5750005,0.1064493,0.0003523592,92.53995,-0.00008038955
-3.772334,0.5749998,0.1064749,-0.0001641791,91.2747,0.00009816913
-3.772361,0.5749971,0.1065358,-0.003245127,89.21931,0.0001880197
-3.772383,0.5750005,0.1064205,0.0003378704,91.12458,-0.00008109424
-3.772405,0.5750005,0.1063493,0.0003559232,92.03766,0.00003293481
-3.772426,0.5749997,0.106446,-0.000185658,89.17683,0.00009804286
-3.772441,0.5750005,0.1063155,0.0003659358,91.82184,-0.0000880703
-3.772452,0.5750005,0.106244,0.0003450555,93.62954,-0.00007906496
-3.772463,0.5750005,0.1061747,0.0003460268,95.31804,-0.00007549037
-3.771454,0.5750004,0.1014372,0.0003319544,154.7562,-0.00007799752
-3.737678,0.5750108,0.0135487,0.00822669,169.5798,0.002052504
-3.708625,0.5750314,-0.09255707,359.9852,163.8934,0.01762532
-3.667959,0.5750346,-0.244523,359.9871,163.5731,0.01166113
-3.619913,0.5750335,-0.3789465,359.9842,148.7748,0.02166704
-3.571714,0.5750361,-0.477953,359.9804,106.2802,0.03196626
-3.557032,0.5749997,-0.511607,-0.0001843465,76.84946,0.00009998494
-3.556551,0.5749998,-0.5179762,-0.0002955641,70.46214,0.00003787016
-3.556625,0.5749997,-0.5178565,-0.0001848698,67.22189,0.00009112516
-3.556582,0.5750002,-0.5178859,0.0002880899,67.67681,-0.00008541792
-3.556567,0.5750005,-0.51794,0.000344058,68.76881,-0.00008429427
-3.556541,0.5750003,-0.5180167,0.0005756246,70.53123,-0.00007363524
-3.556551,0.5749998,-0.5179986,-0.0001546066,70.02672,0.00009411747
-3.556573,0.5749997,-0.5179478,-0.0001808721,68.71983,0.0001007054
-3.556618,0.5749997,-0.5178546,-0.000184028,66.33717,0.0000957602
-3.556626,0.5749998,-0.5178415,-0.0005248319,65.95634,-0.0001283434
-3.556615,0.5750004,-0.5178744,0.0003046257,66.67173,-0.00007918321
-3.556591,0.5750005,-0.5179406,0.0003455692,68.2041,-0.00008075049
-3.556572,0.5750005,-0.5180004,0.0003486774,69.55485,-0.00007925018
-3.556581,0.5749997,-0.5180037,-0.0001770247,69.63119,0.00009501784
-3.556612,0.5749997,-0.5179358,-0.0001871657,67.923,0.00009840521
-3.55664,0.5749997,-0.5178758,-0.0001854988,66.38914,0.0001017571
-3.556601,0.5749967,-0.517996,-0.0004453082,69.10728,-0.0004647539
-3.556651,0.5749997,-0.5179173,-0.0001816177,66.96808,0.0001000777
-3.556808,0.5749997,-0.5175939,-0.0001735084,58.62371,0.0000888647
-3.55766,0.5749997,-0.5054083,-0.0001910881,356.2243,0.00009700939
-3.56801,0.5750369,-0.4043099,359.9938,344.4407,0.009735963
-3.587606,0.5750311,-0.3072799,359.9854,349.073,0.01707245
-3.613689,0.5750314,-0.161066,359.9852,349.1095,0.01761755
-3.645862,0.5750315,0.02608375,359.9852,349.1438,0.017772
-3.684628,0.5750315,0.2540645,359.9852,349.1778,0.0177834
-3.720985,0.5750314,0.4933203,359.9922,1.056278,0.006331732
-3.737422,0.5750321,0.7564592,359.9913,4.784127,0.006895701
-3.715507,0.5750355,0.9928129,0.002891454,35.88229,0.005706988
-3.658014,0.5750005,1.195477,0.0003438491,96.12004,-0.00008197724
-3.62254,0.5750008,1.321175,0.000236683,170.5269,0.0005152706
-3.603453,0.5750318,1.261409,-0.002753676,192.432,0.005664648
-3.606997,0.5750401,1.170554,359.9937,181.2369,0.009525499
-3.609758,0.5750352,1.09915,359.9801,128.7717,0.03376536
-3.612973,0.575,1.07787,-0.0003810626,72.61632,0.0001018074
-3.616635,0.5750021,1.062457,0.00104597,48.33985,-0.0005092364
-3.617614,0.5750137,1.053032,0.002488659,43.80313,0.002275807
-3.617612,0.575004,1.052688,-0.005127755,42.9215,0.007528483
-3.617531,0.5749841,1.05236,-0.00275153,41.97516,-0.002251787
-3.61689,0.5750004,1.051342,0.0003316423,61.06117,-0.00007766923
-3.542441,0.575031,1.062391,359.9926,95.13716,0.006056259
-3.398531,0.5750303,1.056615,359.986,96.82769,0.01534146
-3.223141,0.5750356,1.038042,359.9868,91.26767,0.01110713
-3.023886,0.5750319,1.024818,359.9849,90.8825,0.01863442
-2.810826,0.5750369,1.018366,359.9853,81.12556,0.01309071
-2.578099,0.5750363,1.033205,359.9858,77.64481,0.01236674
-2.352887,0.5750374,1.075069,359.9846,66.59338,0.01425479
-2.215894,0.5750402,1.125751,359.9806,30.41952,0.02206009
