"robot_vr.position.x","robot_vr.position.y","robot_vr.position.z","robot_vr.direction.x","robot_vr.direction.y","robot_vr.direction.z"
0.8756496,0.6236122,-0.4728006,4.733057,205.0374,356.8741
0.8163806,0.6098113,-0.6461735,3.880998,202.5627,356.9533
0.8163806,0.6098113,-0.6461735,3.880998,202.5627,356.9533
0.8144175,0.6096269,-0.763498,4.5324,174.9477,355.9633
0.8233842,0.6053429,-0.7826386,3.54564,166.2706,356.0121
0.7989789,0.6085354,-0.7838504,4.442239,189.7518,356.4901
0.776013,0.6054971,-0.7672645,4.955123,216.4457,358.0576
0.7866842,0.6071267,-0.7716685,4.65248,207.8417,357.3152
0.7752458,0.606961,-0.7671509,4.850441,218.0051,358.0063
0.7834436,0.6056675,-0.7704442,5.072754,213.9037,358.1979
0.7962655,0.6054033,-0.7882302,5.236209,195.5889,357.0971
0.7737607,0.6009212,-0.7772325,5.12291,219.2366,358.1635
0.7646815,0.6094459,-0.7553679,4.553317,242.8372,359.6223
0.7793924,0.6031126,-0.7769082,4.950753,222.0882,358.6374
0.7915643,0.6078924,-0.7954335,4.358626,200.3924,357.2554
0.8072246,0.6032876,-0.815083,4.444226,179.4988,356.2722
0.7871982,0.6051553,-0.8145056,4.610214,199.9759,357.0936
0.7688962,0.6058921,-0.8022723,4.852571,222.864,358.2664
0.7615849,0.6043262,-0.7717924,4.158129,251.8738,359.8636
0.7683033,0.6035581,-0.7481338,3.892226,271.9329,0.6087071
0.7051564,0.6011657,-0.7555796,4.382864,269.3114,359.534
0.5386645,0.5956781,-0.7739821,4.549181,267.9316,359.9658
0.3602835,0.590732,-0.7973918,3.179231,265.986,359.9193
0.1673456,0.5857406,-0.8277075,3.939194,264.7985,0.1689655
0.003866076,0.5830362,-0.8585297,3.746363,263.5322,359.393
-0.1839328,0.5703266,-0.8961963,3.661485,262.571,359.5993
-0.3644325,0.5714272,-0.9364784,3.154648,261.4565,0.3042835
-0.3644325,0.5714272,-0.9364784,3.154648,261.4565,0.3042835
-0.4835774,0.5664561,-0.9428701,4.369025,276.4759,0.7898198
-0.5085315,0.5699013,-0.912642,2.298731,304.7079,0.6211455
-0.5747168,0.5653499,-0.8782146,2.124763,301.3201,0.2636459
-0.5747168,0.5653499,-0.8782146,2.124763,301.3201,0.2636459
-0.6370699,0.5660591,-0.8177612,1.994854,324.3525,0.6267196
-0.635193,0.5666354,-0.794874,1.101033,342.6936,0.1164669
-0.6591395,0.5743791,-0.7453607,1.245819,341.7756,0.3143545
-0.7227387,0.575338,-0.5957341,0.7411825,340.5106,0.5558249
-0.8042274,0.5802557,-0.4237658,0.2269007,339.0106,0.2635743
-0.8042274,0.5802557,-0.4237658,0.2269007,339.0106,0.2635743
-0.8324264,0.5805817,-0.3131284,0.2776074,357.4429,0.08718082
-0.7923645,0.5822561,-0.3008886,359.2662,42.86708,358.3552
-0.7797928,0.5823942,-0.3242862,359.4079,70.44237,357.2236
-0.7065144,0.5852144,-0.2854642,359.2421,67.05036,357.4516
-0.5651696,0.5920664,-0.2098374,359.6765,65.176,357.4064
-0.4142712,0.5937485,-0.1225137,359.812,64.07781,357.1708
-0.4142712,0.5937485,-0.1225137,359.812,64.07781,357.1708
-0.2763085,0.5975572,-0.03614569,1.307118,59.20792,356.5405
-0.2782357,0.6090575,0.02980369,0.02964411,11.66889,359.1055
-0.3056796,0.6110948,0.04626673,1.363779,342.144,0.07893286
-0.2956954,0.6050102,0.04945642,0.1932456,351.5994,359.616
-0.3046083,0.601596,0.05470824,0.8828543,342.4394,359.8974
-0.2836612,0.6064339,0.05059123,359.5714,7.13188,359.7047
-0.2541268,0.6029394,0.03411371,359.5591,34.55416,358.1982
-0.2536246,0.6054555,0.01809424,359.4617,47.00251,358.2116
-0.2715759,0.604033,0.03602213,359.416,24.7547,358.498
-0.2777804,0.6032789,0.04576576,359.1201,14.74975,359.5341
-0.2563978,0.6062014,0.030038,359.4392,39.71449,358.0143
-0.2611307,0.6065565,0.02066976,359.0554,45.70298,357.3141
